Symptom_1,Symptom_2,Symptom_3,Symptom_4,Disease,Description,Medication,Diet,Precaution_1,Precaution_2,Precaution_3,Precaution_4,workout
 stomach_pain, acidity, ulcers_on_tongue, vomiting,GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']","['Low-Acid Diet', 'Fiber-rich foods', 'Ginger', 'Licorice', 'Aloe vera juice']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,Limit caffeine and alcohol
 stomach_pain, acidity, ulcers_on_tongue, vomiting,GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']","['Low-Acid Diet', 'Fiber-rich foods', 'Ginger', 'Licorice', 'Aloe vera juice']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,Chew food thoroughly
 stomach_pain, acidity, ulcers_on_tongue, vomiting,GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']","['Low-Acid Diet', 'Fiber-rich foods', 'Ginger', 'Licorice', 'Aloe vera juice']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,Avoid late-night eating
 stomach_pain, acidity, ulcers_on_tongue, vomiting,GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']","['Low-Acid Diet', 'Fiber-rich foods', 'Ginger', 'Licorice', 'Aloe vera juice']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,Consume non-citrus fruits
 stomach_pain, acidity, ulcers_on_tongue, vomiting,GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']","['Low-Acid Diet', 'Fiber-rich foods', 'Ginger', 'Licorice', 'Aloe vera juice']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,Include lean proteins
 stomach_pain, acidity, ulcers_on_tongue, vomiting,GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']","['Low-Acid Diet', 'Fiber-rich foods', 'Ginger', 'Licorice', 'Aloe vera juice']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,Stay hydrated
 stomach_pain, acidity, ulcers_on_tongue, vomiting,GERD,GERD (Gastroesophageal Reflux Disease) is a digestive disorder that affects the lower esophageal sphincter.,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']","['Low-Acid Diet', 'Fiber-rich foods', 'Ginger', 'Licorice', 'Aloe vera juice']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,Avoid carbonated beverages
itching, vomiting, yellowish_skin, nausea,Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",cold baths,anti itch medicine,consult doctor,eat healthy,Consume a low-fat diet
itching, vomiting, yellowish_skin, nausea,Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",cold baths,anti itch medicine,consult doctor,eat healthy,Eat high-fiber foods
itching, vomiting, yellowish_skin, nausea,Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",cold baths,anti itch medicine,consult doctor,eat healthy,Include healthy fats
itching, vomiting, yellowish_skin, nausea,Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",cold baths,anti itch medicine,consult doctor,eat healthy,Limit alcohol consumption
itching, vomiting, yellowish_skin, nausea,Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",cold baths,anti itch medicine,consult doctor,eat healthy,Stay hydrated
itching, vomiting, yellowish_skin, nausea,Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",cold baths,anti itch medicine,consult doctor,eat healthy,Consume antioxidant-rich foods
itching, vomiting, yellowish_skin, nausea,Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",cold baths,anti itch medicine,consult doctor,eat healthy,Include omega-3 fatty acids
itching, vomiting, yellowish_skin, nausea,Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",cold baths,anti itch medicine,consult doctor,eat healthy,Include lean proteins
itching, vomiting, yellowish_skin, nausea,Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",cold baths,anti itch medicine,consult doctor,eat healthy,Limit processed foods
itching, vomiting, yellowish_skin, nausea,Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",cold baths,anti itch medicine,consult doctor,eat healthy,Avoid fried foods
itching, skin_rash, stomach_pain, burning_micturition,Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",stop irritation,consult nearest hospital,stop taking drug,follow up,Discontinue offending medication
itching, skin_rash, stomach_pain, burning_micturition,Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",stop irritation,consult nearest hospital,stop taking drug,follow up,Stay hydrated
itching, skin_rash, stomach_pain, burning_micturition,Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",stop irritation,consult nearest hospital,stop taking drug,follow up,Include anti-inflammatory foods
itching, skin_rash, stomach_pain, burning_micturition,Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",stop irritation,consult nearest hospital,stop taking drug,follow up,Consume antioxidants
itching, skin_rash, stomach_pain, burning_micturition,Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",stop irritation,consult nearest hospital,stop taking drug,follow up,Avoid trigger foods
itching, skin_rash, stomach_pain, burning_micturition,Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",stop irritation,consult nearest hospital,stop taking drug,follow up,Include omega-3 fatty acids
itching, skin_rash, stomach_pain, burning_micturition,Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",stop irritation,consult nearest hospital,stop taking drug,follow up,Limit caffeine and alcohol
itching, skin_rash, stomach_pain, burning_micturition,Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",stop irritation,consult nearest hospital,stop taking drug,follow up,Stay hydrated
itching, skin_rash, stomach_pain, burning_micturition,Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",stop irritation,consult nearest hospital,stop taking drug,follow up,Eat a balanced diet
itching, skin_rash, stomach_pain, burning_micturition,Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",stop irritation,consult nearest hospital,stop taking drug,follow up,Consult a healthcare professional
 vomiting, indigestion, loss_of_appetite, abdominal_pain,Peptic ulcer diseae,,,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,
 muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",avoid open cuts,wear ppe if possible,consult doctor,follow up,Follow a balanced and nutritious diet
 muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",avoid open cuts,wear ppe if possible,consult doctor,follow up,Include lean proteins
 muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",avoid open cuts,wear ppe if possible,consult doctor,follow up,Consume nutrient-rich foods
 muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",avoid open cuts,wear ppe if possible,consult doctor,follow up,Stay hydrated
 muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",avoid open cuts,wear ppe if possible,consult doctor,follow up,Include healthy fats
 muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",avoid open cuts,wear ppe if possible,consult doctor,follow up,Avoid raw or undercooked foods
